model,fpr,tpr
Melody-MT,0.0010065935080489,0.0419468088311365
Melody-MT,0.001013004931667,0.042240385213237
Melody-MT,0.0010258277789033,0.0425259491394942
Melody-MT,0.0010335214872451,0.0427797837406118
Melody-MT,0.0010360860566923,0.043085859553828
Melody-MT,0.0010437797650341,0.0433477066107888
Melody-MT,0.0010489089039286,0.0436111561589184
Melody-MT,0.0010566026122704,0.0438935151028382
Melody-MT,0.0010642963206122,0.0441733100608882
Melody-MT,0.0010745545984012,0.0444374006054852
Melody-MT,0.0010886597303611,0.0447354639628581
Melody-MT,0.0010912242998084,0.0450072464650647
Melody-MT,0.0010963534387029,0.0452857594301797
Melody-MT,0.0011066117164919,0.0456020911868754
Melody-MT,0.0011143054248337,0.045869066215576
Melody-MT,0.0011219991331755,0.0461341182548743
Melody-MT,0.0011296928415173,0.0464385915769218
Melody-MT,0.0011348219804118,0.0467110150755959
Melody-MT,0.0011437979734772,0.0469770286095953
Melody-MT,0.0011489271123717,0.0473090647797439
Melody-MT,0.0011579031054371,0.0475959106989361
Melody-MT,0.0011668790985025,0.0478737826675837
Melody-MT,0.001182266515186,0.0481801789790336
Melody-MT,0.0011912425082515,0.0484526024777077
Melody-MT,0.0012079122096586,0.0487397688951336
Melody-MT,0.0012220173416186,0.0490294992984293
Melody-MT,0.001230993334684,0.0493426260727877
Melody-MT,0.0012399693277494,0.0496313949813822
Melody-MT,0.0012450984666439,0.0499339453140273
Melody-MT,0.0012592035986038,0.05021053528974
Melody-MT,0.0012668973069456,0.0504887277566213
Melody-MT,0.0012681795916692,0.0507790991563845
Melody-MT,0.001275873300011,0.0510829314819646
Melody-MT,0.0012835670083528,0.0513745848746627
Melody-MT,0.0012925430014182,0.0516524568433103
Melody-MT,0.001296389855589,0.0519575711618253
Melody-MT,0.0013066481333781,0.0522476220633548
Melody-MT,0.0013181886958907,0.052533185989612
Melody-MT,0.0013284469736798,0.0528415052904643
Melody-MT,0.0013361406820215,0.0531238642343842
Melody-MT,0.0013515280987051,0.0534193636058871
Melody-MT,0.0013669155153886,0.0537478742954647
Melody-MT,0.0013720446542832,0.0540443351616689
Melody-MT,0.0013758915084541,0.0543331040702634
Melody-MT,0.0013835852167958,0.054656807286335
Melody-MT,0.0013925612098612,0.0549497426719681
Melody-MT,0.0014066663418212,0.0552548569904831
Melody-MT,0.0014182069043338,0.0555606123054655
Melody-MT,0.0014297474668465,0.0558718160904215
Melody-MT,0.001434876605741,0.0561794943948063
Melody-MT,0.0014476994529773,0.056511530564955
Melody-MT,0.0014643691543845,0.0568227343499109
Melody-MT,0.0014759097168971,0.0571182337214139
Melody-MT,0.0014848857099625,0.0574396934498494
Melody-MT,0.0014912971335807,0.0577541022171426
Melody-MT,0.0014951439877516,0.0580556910550865
