observed,predicted
1.18055,-0.03169918
1.00114,0.05347687
1.18487,0.028200813
1.29237,0.23111153
1.09195,0.93123615
1.04143,0.07373655
-0.983118,0.09065586
1.15346,0.0077595115
-1.05058,0.042868674
1.28512,0.07016658
1.21637,0.016087592
1.11898,0.00019213557
-1.0986,-0.05612415
1.24154,0.00040332973
1.16442,-0.0015062094
1.14763,0.0010180473
-1.10638,-0.0002656579
1.20075,0.12550008
-0.989447,0.0016618371
1.12889,-0.0003412366
-1.08587,-0.15422004
-1.00402,-0.00063210726
-1.15897,-0.00494498
-1.15442,0.063661575
-1.0907,0.01714158
1.07764,0.0023730993
1.15931,-0.021049261
-1.08229,-0.44439518
-1.15654,-0.13865733
-1.10231,-0.007855564
-1.23603,-0.15515673
-0.798608,-0.0068413615
0.868376,0.0005392432
1.11828,0.003508091
1.15087,-0.0005040169
-1.24833,-0.0017544031
-1.02866,-0.00574705
0.83989,-0.023553789
1.30935,-0.12910989
-1.19682,-0.68316674
-1.14868,0.020748138
-1.30605,0.0016812384
1.22188,0.09946227
1.10173,-8.7313354e-05
-1.0986,-0.02059251
-1.2389,0.004802108
-1.20292,-0.0048015714
0.989197,0.00060385466
1.09968,0.3959721
-1.04675,0.0037340522
1.19298,-0.0027940273
1.30014,0.5260214
0.971248,-0.019781351
1.17577,0.40612578
1.01436,-0.00060874224
1.17892,0.294329
1.08384,0.15957409
-1.08697,0.0006977916
0.995397,-0.0018091798
0.991758,-0.0044972897
-1.06125,-0.0018060207
1.20698,-0.018054534
-1.135,-0.001146853
-1.07436,0.0019093752
1.09297,0.23659158
-1.02896,-0.11045049
-1.20126,0.00033806264
-1.16959,-0.0038665459
0.956311,0.008892059
1.01062,0.00080668926
1.02441,0.0074017644
-1.09827,0.0020353198
-1.03368,-0.00023984909
1.01136,-0.026162803
-1.03702,-0.010071874
1.11069,0.09377313
-1.15918,0.0015856102
1.01014,-0.0015568733
-1.0865,-0.2077614
1.2719,0.011258423
-1.28734,0.002890408
1.23861,0.65707725
-1.16421,-0.020929962
-1.22197,0.00047186017
1.02058,0.10888606
-1.08854,0.0035251975
-1.06049,0.021912277
1.09381,-0.001053378
1.14574,0.00033199787
1.01019,0.0014650226
0.960155,0.030966759
0.894297,-0.0037792772
-0.991886,0.00015258789
1.09498,0.31574932
1.06818,0.12038356
1.12705,-0.0004976131
-1.05655,0.042064548
-1.16736,-0.08642402
1.00856,-0.0030744672
-1.128,0.06251478
